transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span	transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span
bHd19218.1	4878	15	2211	14	2667	RVARI.g9340.t1	4025	15	2190	14	1835
bHd04136.1	1668	4	651	3	1017	RVARI.g780.t1	925	4	657	3	268
bHd11781.1	1971	7	1146	6	825	RVARI.g10158.t1	2147	8	1275	7	872
bHd18372.1	8932	9	2274	8	6658	RVARI.g1760.t1	8531	8	2187	7	6344
bHd09629.1	2429	3	831	2	1598	RVARI.g8643.t1	1172	3	813	2	359
bHd08298.1	8600	18	2304	17	6296	RVARI.g10553.t1	4574	18	2280	17	2294
bHd18170.1	2450	4	1587	3	863	RVARI.g5610.t1	2000	5	1563	4	437
bHd18887.1	8324	26	3924	25	4400	RVARI.g11419.t1	6686	24	3912	23	2774
bHd13664.1	2503	4	1743	3	760	RVARI.g9954.t1	1171	3	699	2	472
bHd10790.1	1902	4	1176	3	726	RVARI.g13364.t1	1353	4	1158	3	195
bHd00909.1	19546	24	6516	23	13030	RVARI.g7214.t1	8248	18	4884	17	3364
bHd12727.1	1973	7	888	6	1085	RVARI.g2933.t1	1837	7	897	6	940
bHd04918.1	2532	2	2067	1	465	RVARI.g4915.t1	1934	3	1461	2	473
bHd17123.1	7260	10	1668	9	5592	RVARI.g1014.t1	2862	8	1638	7	1224
bHd03839.1	1858	6	864	5	994	RVARI.g7019.t1	1347	5	999	4	348
bHd02550.1	1623	3	888	2	735	RVARI.g5326.t1	1877	3	921	2	956
bHd05754.1	15915	22	4560	21	11355	RVARI.g12603.t1	12045	24	4692	23	7353
bHd16692.1	5294	6	1176	5	4118	RVARI.g5044.t1	3439	6	1371	5	2068
bHd08839.1	7018	8	4074	7	2944	RVARI.g10694.t1	4460	5	3531	4	929
bHd07313.1	2565	4	930	3	1635	RVARI.g10231.t1	1143	4	918	3	225
bHd08801.1	1730	2	969	1	761	RVARI.g9465.t1	978	1	978	0	0
bHd05530.1	7191	18	3768	17	3423	RVARI.g6110.t1	6769	17	3846	16	2923
bHd15695.2	21540	25	10482	24	11058	RVARI.g3051.t3	16303	22	9864	21	6439
bHd15810.1	4000	16	1674	15	2326	RVARI.g1336.t1	4036	11	2751	10	1285
bHd07542.1	8820	10	5775	9	3045	RVARI.g2568.t1	8100	13	5676	12	2424
bHd17393.1	1848	3	1026	2	822	RVARI.g12984.t1	2038	5	1458	4	580
bHd04944.1	4779	9	1251	8	3528	RVARI.g9946.t1	3064	8	1353	7	1711
bHd17882.1	7409	24	2565	23	4844	RVARI.g7446.t1	4575	15	1905	14	2670
bHd05949.1	1150	6	555	5	595	RVARI.g12076.t1	639	4	339	3	300
bHd02108.1	3327	4	960	3	2367	RVARI.g5405.t1	4039	6	1296	5	2743
bHd12410.1	5052	6	1899	5	3153	RVARI.g570.t1	2501	4	2064	3	437
bHd12229.1	3145	9	1467	8	1678	RVARI.g439.t1	2717	12	1665	11	1052
bHd02552.1	7906	10	2385	9	5521	RVARI.g3013.t1	1313	2	885	1	428
bHd16429.1	2383	8	1587	7	796	RVARI.g4504.t1	2053	6	1584	5	469
bHd14950.1	7650	17	2865	16	4785	RVARI.g7020.t1	980	5	501	4	479
bHd07241.1	1366	4	330	3	1036	RVARI.g5490.t1	722	4	471	3	251
bHd15338.1	1396	2	1041	1	355	RVARI.g4513.t1	1237	3	981	2	256
bHd01164.1	3319	9	1641	8	1678	RVARI.g11058.t1	2146	8	1650	7	496
bHd05823.1	8147	6	981	5	7166	RVARI.g2164.t1	3481	3	636	2	2845
bHd01037.1	2308	3	1020	2	1288	RVARI.g1117.t1	1326	3	1029	2	297
bHd07566.1	3453	15	1935	14	1518	RVARI.g13802.t1	3221	16	1923	15	1298
bHd09342.1	5697	19	2271	18	3426	RVARI.g513.t1	3595	15	2352	14	1243
bHd17518.1	2826	9	1806	8	1020	RVARI.g693.t1	2402	9	1662	8	740
bHd19210.1	1932	3	1380	2	552	RVARI.g9349.t1	1954	4	1329	3	625
bHd14629.1	776	3	576	2	200	RVARI.g7358.t1	662	2	585	1	77
bHd09520.1	4579	7	1071	6	3508	RVARI.g11116.t1	1430	6	1065	5	365
bHd06100.1	1653	4	609	3	1044	RVARI.g4175.t1	945	3	501	2	444
bHd01720.1	1872	6	660	5	1212	RVARI.g10497.t1	1133	4	759	3	374
bHd18989.1	5987	25	2796	24	3191	RVARI.g10280.t1	4423	21	2805	20	1618
bHd17341.1	758	2	576	1	182	RVARI.g11288.t1	735	2	657	1	78
bHd04886.1	2889	3	1722	2	1167	RVARI.g12040.t1	2079	2	1728	1	351
bHd04893.1	1786	5	879	4	907	RVARI.g4900.t1	1300	5	873	4	427
bHd12611.1	2389	7	1395	6	994	RVARI.g8998.t1	2054	7	1566	6	488
bHd06459.1	2927	8	1329	7	1598	RVARI.g7582.t1	2118	7	1272	6	846
bHd02571.1	3887	11	2235	10	1652	RVARI.g5447.t1	5737	13	2817	12	2920
bHd00816.1	1330	3	954	2	376	RVARI.g3976.t1	2941	4	951	3	1990
bHd00991.1	3953	4	813	3	3140	RVARI.g1690.t1	1044	4	858	3	186
bHd16830.1	1854	4	801	3	1053	RVARI.g13297.t1	974	2	819	1	155
bHd04793.1	1857	5	1140	4	717	RVARI.g8878.t1	1456	4	1140	3	316
bHd03949.1	3033	8	906	7	2127	RVARI.g4752.t1	1607	9	909	8	698
bHd17960.1	3175	7	600	6	2575	RVARI.g3716.t1	946	6	504	5	442
bHd05370.1	3599	7	987	6	2612	RVARI.g6513.t1	1058	3	711	2	347
bHd18578.1	4004	4	984	3	3020	RVARI.g10701.t1	1612	5	930	4	682
bHd16885.1	3518	3	1722	2	1796	RVARI.g3309.t1	2012	3	1671	2	341
bHd04041.1	4953	5	1479	4	3474	RVARI.g12159.t1	1456	3	1248	2	208
bHd14866.1	3393	11	1272	10	2121	RVARI.g6955.t1	2130	9	1122	8	1008
bHd01328.1	2304	3	1449	2	855	RVARI.g13040.t1	1968	3	1479	2	489
bHd15033.1	5353	6	3090	5	2263	RVARI.g7080.t1	3985	7	3063	6	922
bHd15000.1	16130	13	2799	12	13331	RVARI.g7072.t1	4141	11	2604	10	1537
bHd16504.1	1760	3	828	2	932	RVARI.g2980.t1	1095	3	720	2	375
bHd03857.1	2094	5	846	4	1248	RVARI.g2002.t1	1282	5	759	4	523
bHd06875.1	3426	10	1464	9	1962	RVARI.g3978.t1	2366	9	1548	8	818
bHd04713.1	878	3	624	2	254	RVARI.g7302.t1	1844	3	960	2	884
bHd08036.1	659	3	276	2	383	RVARI.g9838.t1	480	3	276	2	204
bHd09460.1	1825	5	1389	4	436	RVARI.g10557.t1	1791	5	1494	4	297
bHd15088.1	2591	5	924	4	1667	RVARI.g2033.t1	1578	5	927	4	651
bHd01868.1	3586	3	2163	2	1423	RVARI.g908.t2	2052	2	1989	1	63
bHd09910.1	1339	2	1059	1	280	RVARI.g8513.t1	1183	2	999	1	184
bHd16305.1	1411	3	555	2	856	RVARI.g12251.t1	914	3	753	2	161
bHd03059.1	2962	7	1728	6	1234	RVARI.g6607.t1	2019	6	1632	5	387
bHd03985.1	1711	3	1272	2	439	RVARI.g10831.t1	2170	3	1206	2	964
bHd18888.1	2941	11	1326	10	1615	RVARI.g13090.t1	2377	12	1341	11	1036
bHd18141.1	660	2	459	1	201	RVARI.g5730.t1	567	2	375	1	192
bHd15283.1	888	3	534	2	354	RVARI.g6831.t1	488	2	411	1	77
bHd10381.1	6946	9	1314	8	5632	RVARI.g11733.t1	2767	9	1266	8	1501
bHd05774.1	3954	4	984	3	2970	RVARI.g813.t1	1266	3	840	2	426
bHd07668.1	985	2	861	1	124	RVARI.g2440.t1	1138	2	846	1	292
bHd09735.1	3420	6	2157	5	1263	RVARI.g4961.t1	2699	6	2205	5	494
bHd07521.1	2764	10	1434	9	1330	RVARI.g2609.t1	2108	10	1461	9	647
bHd00518.1	2753	8	1530	7	1223	RVARI.g6083.t1	2082	6	1506	5	576
bHd01152.1	2085	4	612	3	1473	RVARI.g5393.t1	4775	7	3342	6	1433
bHd05147.1	1887	3	774	2	1113	RVARI.g1910.t1	1099	3	801	2	298
bHd18048.1	3021	3	2334	2	687	RVARI.g5706.t1	2004	3	1869	2	135
bHd04806.1	5635	14	2043	13	3592	RVARI.g10657.t1	3158	14	2016	13	1142
bHd01614.1	1121	3	480	2	641	RVARI.g9105.t1	639	3	489	2	150
bHd09462.1	525	1	525	0	0	RVARI.g8843.t1	453	1	453	0	0
bHd07155.1	2023	4	951	3	1072	RVARI.g9054.t1	1240	3	1059	2	181
bHd16719.1	8095	15	4749	14	3346	RVARI.g10203.t1	5972	13	4653	12	1319
bHd17340.1	3254	13	1221	12	2033	RVARI.g7761.t1	2181	10	1263	9	918
bHd03582.1	9278	17	4473	16	4805	RVARI.g12790.t1	4027	8	2472	7	1555
bHd15054.1	2726	6	990	5	1736	RVARI.g1940.t1	1394	5	1005	4	389
bHd01054.1	4901	8	1827	7	3074	RVARI.g1130.t1	2856	8	2013	7	843
bHd07296.1	3130	2	1275	1	1855	RVARI.g8946.t1	1306	2	1017	1	289
bHd14717.1	2074	4	1437	3	637	RVARI.g7428.t1	1652	4	1239	3	413
bHd06855.1	2160	6	786	5	1374	RVARI.g8256.t1	1324	6	795	5	529
bHd16866.1	6743	13	2259	12	4484	RVARI.g3285.t1	5124	13	2274	12	2850
bHd07399.1	1868	3	759	2	1109	RVARI.g11137.t1	1543	5	852	4	691
bHd03824.1	1961	8	951	7	1010	RVARI.g2703.t1	1643	8	978	7	665
bHd18873.1	5648	10	3216	9	2432	RVARI.g13087.t1	4040	8	3174	7	866
bHd10695.1	1116	4	387	3	729	RVARI.g3525.t1	679	4	384	3	295
bHd04243.1	6429	25	4200	24	2229	RVARI.g11709.t1	5717	18	4284	17	1433
bHd07792.1	8271	17	3105	16	5166	RVARI.g2483.t1	4778	15	3171	14	1607
bHd08819.1	1634	3	426	2	1208	RVARI.g9489.t1	834	3	417	2	417
bHd01558.1	1934	6	1017	5	917	RVARI.g5485.t1	2143	7	1125	6	1018
bHd01493.1	2812	11	1695	10	1117	RVARI.g4692.t1	2945	9	1677	8	1268
bHd08463.1	4280	8	1326	7	2954	RVARI.g7256.t1	2705	8	1179	7	1526
bHd06562.1	2229	6	576	5	1653	RVARI.g5515.t1	951	5	576	4	375
bHd02336.1	2429	11	1050	10	1379	RVARI.g12544.t1	2514	13	1116	12	1398
bHd07592.1	2349	5	1665	4	684	RVARI.g2514.t1	2146	5	1728	4	418
bHd03575.1	1724	3	1530	2	194	RVARI.g12784.t1	1410	1	1410	0	0
bHd10890.1	4924	4	2334	3	2590	RVARI.g11582.t1	2786	2	2028	1	758
bHd16062.1	2242	4	1629	3	613	RVARI.g4538.t1	2559	4	1623	3	936
bHd00022.1	11291	28	7884	27	3407	RVARI.g7560.t1	15500	27	8265	26	7235
bHd07372.1	19149	13	3177	12	15972	RVARI.g8813.t1	10579	12	2772	11	7807
bHd16917.1	2133	8	1392	7	741	RVARI.g12582.t1	2026	9	1392	8	634
bHd04941.1	2281	4	1140	3	1141	RVARI.g9945.t1	1371	3	1104	2	267
bHd03266.1	685	3	519	2	166	RVARI.g13732.t1	1868	6	963	5	905
bHd15610.1	6211	18	3051	17	3160	RVARI.g9929.t1	6610	19	3270	18	3340
bHd13552.1	1270	2	822	1	448	RVARI.g12060.t1	963	2	801	1	162
bHd05909.1	3104	3	1713	2	1391	RVARI.g9359.t1	2040	3	1767	2	273
bHd09322.1	1655	5	738	4	917	RVARI.g3646.t1	2207	7	807	6	1400
bHd19887.1	10929	11	4851	10	6078	RVARI.g10916.t1	5897	6	3330	5	2567
bHd06932.1	2957	5	2235	4	722	RVARI.g10441.t1	2807	5	2235	4	572
bHd05640.1	1424	2	516	1	908	RVARI.g9562.t1	498	1	498	0	0
bHd04603.1	1620	5	837	4	783	RVARI.g10667.t1	1218	5	852	4	366
bHd02874.1	1338	4	450	3	888	RVARI.g12868.t1	809	4	483	3	326
bHd08451.1	16119	14	2529	13	13590	RVARI.g9805.t1	3170	7	1200	6	1970
bHd09119.1	2459	10	1158	9	1301	RVARI.g2618.t1	3007	10	1422	9	1585
bHd11761.1	1403	3	402	2	1001	RVARI.g5488.t1	686	3	408	2	278
bHd01959.1	2743	8	894	7	1849	RVARI.g11031.t1	1482	7	909	6	573
bHd08586.1	8953	11	2535	10	6418	RVARI.g2149.t1	5210	12	2760	11	2450
bHd17155.1	4004	6	1302	5	2702	RVARI.g1027.t1	2729	6	1221	5	1508
bHd05789.1	2670	8	1014	7	1656	RVARI.g1079.t1	1556	8	1005	7	551
bHd00668.1	3043	4	1749	3	1294	RVARI.g818.t1	2113	5	1671	4	442
bHd03457.1	2284	7	858	6	1426	RVARI.g13792.t1	1295	7	738	6	557
bHd01441.1	12967	28	3624	27	9343	RVARI.g7755.t1	8810	28	3969	27	4841
bHd16642.1	1735	4	435	3	1300	RVARI.g10010.t1	777	4	405	3	372
bHd04943.1	3881	10	2061	9	1820	RVARI.g4555.t1	1713	4	1320	3	393
bHd07750.1	17401	7	7170	6	10231	RVARI.g12768.t1	11402	7	5910	6	5492
bHd15344.1	2147	8	1188	7	959	RVARI.g6881.t1	1860	7	1332	6	528
bHd07270.1	1838	5	702	4	1136	RVARI.g8934.t1	991	5	651	4	340
bHd16321.1	2650	10	1134	9	1516	RVARI.g4087.t1	1408	7	678	6	730
bHd00717.1	1067	4	771	3	296	RVARI.g3614.t1	946	4	726	3	220
bHd05368.1	2140	7	1164	6	976	RVARI.g6510.t1	1751	6	1179	5	572
bHd17978.1	1504	5	750	4	754	RVARI.g3666.t1	907	5	594	4	313
bHd17962.1	5745	11	1893	10	3852	RVARI.g3717.t1	2516	11	1752	10	764
bHd17684.1	4235	11	1938	10	2297	RVARI.g3363.t1	4239	10	1779	9	2460
bHd06762.1	5115	10	1356	9	3759	RVARI.g13200.t2	2125	8	1257	7	868
bHd18748.1	12042	20	3525	19	8517	RVARI.g11225.t1	9779	24	3780	23	5999
bHd02831.1	3491	7	768	6	2723	RVARI.g8310.t1	1310	5	669	4	641
bHd18596.1	1732	6	777	5	955	RVARI.g10717.t1	1122	5	777	4	345
bHd05527.1	2144	7	699	6	1445	RVARI.g9917.t1	3966	12	2952	11	1014
bHd15002.1	1729	4	996	3	733	RVARI.g7074.t1	1970	4	1146	3	824
bHd17676.1	637	2	489	1	148	RVARI.g9194.t1	465	1	465	0	0
bHd06182.1	1896	7	714	6	1182	RVARI.g9363.t1	1276	8	699	7	577
bHd02325.1	1939	2	1485	1	454	RVARI.g12752.t1	2163	2	1827	1	336
bHd07466.1	762	1	762	0	0	RVARI.g2657.t1	836	2	753	1	83
bHd10625.1	1333	5	648	4	685	RVARI.g12246.t1	1218	5	651	4	567
bHd01316.1	3027	6	1902	5	1125	RVARI.g11414.t1	4788	6	3210	5	1578
bHd16875.1	1761	3	828	2	933	RVARI.g3299.t1	1213	3	990	2	223
bHd03455.1	2891	9	1599	8	1292	RVARI.g13794.t1	2205	8	1626	7	579
bHd07689.1	4960	13	2859	12	2101	RVARI.g2434.t1	4472	13	2946	12	1526
bHd09442.1	865	6	390	5	475	RVARI.g3084.t1	726	5	408	4	318
bHd18839.1	3458	5	1296	4	2162	RVARI.g13071.t1	2316	4	1245	3	1071
bHd03277.1	10490	12	3717	11	6773	RVARI.g13145.t1	5934	11	3294	10	2640
bHd00245.1	3984	11	1833	10	2151	RVARI.g6392.t1	2853	10	1863	9	990
bHd07620.1	4085	3	1863	2	2222	RVARI.g2500.t1	1843	3	1182	2	661
bHd00195.1	1861	7	948	6	913	RVARI.g6309.t1	1583	6	858	5	725
bHd06978.2	10672	14	1863	13	8809	RVARI.g1147.t2	4246	13	1563	12	2683
bHd18015.1	1452	5	678	4	774	RVARI.g845.t1	1127	4	783	3	344
bHd01374.1	3689	9	2583	8	1106	RVARI.g4644.t1	3136	5	2358	4	778
bHd17686.1	2557	6	849	5	1708	RVARI.g9187.t1	1319	5	855	4	464
bHd04490.1	2883	7	1923	6	960	RVARI.g10570.t1	3158	10	2268	9	890
bHd03395.1	4179	6	1329	5	2850	RVARI.g6516.t1	2742	7	1326	6	1416
bHd19720.1	5987	18	1728	17	4259	RVARI.g3205.t1	3163	15	1845	14	1318
bHd01446.1	340	2	237	1	103	RVARI.g10541.t1	599	3	366	2	233
bHd00243.1	336	1	336	0	0	RVARI.g13497.t1	1167	3	714	2	453
bHd18700.1	2387	4	1413	3	974	RVARI.g11181.t1	1699	3	1425	2	274
bHd04392.1	1672	2	1239	1	433	RVARI.g2062.t1	882	1	882	0	0
bHd01486.1	934	3	675	2	259	RVARI.g7798.t1	1031	3	687	2	344
bHd16113.1	3152	7	1467	6	1685	RVARI.g3900.t1	2147	8	1374	7	773
bHd15518.1	2169	4	1104	3	1065	RVARI.g968.t1	1383	3	1149	2	234
bHd05966.1	789	3	291	2	498	RVARI.g13435.t1	436	3	300	2	136
bHd08193.1	1786	7	714	6	1072	RVARI.g21.t1	828	4	558	3	270
bHd00331.1	4225	9	1401	8	2824	RVARI.g6489.t1	3437	9	1359	8	2078
bHd03357.1	3181	10	1662	9	1519	RVARI.g6591.t1	2653	10	1692	9	961
bHd08027.1	2817	11	1026	10	1791	RVARI.g9876.t1	1826	8	1116	7	710
bHd00059.1	7646	33	3357	32	4289	RVARI.g5872.t1	3657	12	2019	11	1638
bHd01422.2	9131	19	2091	18	7040	RVARI.g12617.t1	3421	16	2037	15	1384
bHd05491.1	864	4	513	3	351	RVARI.g463.t1	1019	4	483	3	536
bHd04862.1	1404	3	717	2	687	RVARI.g5356.t1	811	3	669	2	142
bHd19424.1	5627	12	3132	11	2495	RVARI.g6753.t1	3636	6	3057	5	579
bHd19283.1	1500	3	456	2	1044	RVARI.g4280.t1	726	3	456	2	270
bHd06156.1	520	2	246	1	274	RVARI.g600.t1	345	2	252	1	93
bHd00695.1	889	3	333	2	556	RVARI.g837.t1	621	3	318	2	303
bHd04739.2	2329	9	876	8	1453	RVARI.g7286.t1	892	5	588	4	304
bHd01941.1	397	2	306	1	91	RVARI.g232.t1	321	1	321	0	0
bHd00606.1	7739	7	1599	6	6140	RVARI.g6072.t1	4357	6	1569	5	2788
bHd12181.1	4672	15	1815	14	2857	RVARI.g4052.t1	3964	15	1845	14	2119
bHd17310.1	1923	3	1308	2	615	RVARI.g623.t2	771	1	771	0	0
bHd11783.1	3254	10	1569	9	1685	RVARI.g10156.t1	2206	9	1545	8	661
bHd07168.1	2716	4	1032	3	1684	RVARI.g9269.t1	1707	3	1014	2	693
bHd06698.1	1779	4	1128	3	651	RVARI.g1440.t1	3531	7	2334	6	1197
bHd02904.1	2953	8	1482	7	1471	RVARI.g12890.t1	2153	9	1479	8	674
bHd08695.1	1469	5	864	4	605	RVARI.g6582.t1	1411	5	939	4	472
bHd17675.1	1586	5	777	4	809	RVARI.g9195.t1	1297	5	813	4	484
bHd18237.1	3456	5	1119	4	2337	RVARI.g1553.t1	2295	4	1122	3	1173
bHd06588.1	2708	5	1524	4	1184	RVARI.g4866.t1	1947	5	1518	4	429
bHd02752.1	2158	4	1266	3	892	RVARI.g3637.t1	1959	5	1431	4	528
bHd16175.1	2363	5	1089	4	1274	RVARI.g5093.t1	1501	4	996	3	505
bHd15805.1	2229	5	660	4	1569	RVARI.g1387.t1	567	2	477	1	90
bHd00484.1	2518	6	1671	5	847	RVARI.g13384.t1	2543	6	1677	5	866
bHd05597.1	8441	12	3306	11	5135	RVARI.g350.t1	5598	10	4089	9	1509
bHd17431.1	1746	7	885	6	861	RVARI.g13902.t1	1447	6	879	5	568
bHd08928.1	672	2	267	1	405	RVARI.g5477.t1	375	2	267	1	108
bHd04415.1	1925	6	963	5	962	RVARI.g1942.t1	1143	5	795	4	348
bHd03305.1	2784	10	1464	9	1320	RVARI.g13129.t1	2276	10	1449	9	827
bHd10482.1	5721	6	3192	5	2529	RVARI.g9383.t1	3994	5	3174	4	820
bHd07927.1	1347	5	426	4	921	RVARI.g8802.t1	1097	6	573	5	524
bHd06325.1	4633	15	2580	14	2053	RVARI.g12363.t1	4435	15	2643	14	1792
bHd05184.1	2751	9	1485	8	1266	RVARI.g3000.t1	2343	8	1518	7	825
bHd14926.1	2664	12	987	11	1677	RVARI.g6998.t1	1935	13	987	12	948
bHd14938.1	916	4	618	3	298	RVARI.g7011.t1	931	4	615	3	316
bHd03742.1	9845	13	5310	12	4535	RVARI.g4112.t1	6694	6	5169	5	1525
bHd01401.1	3930	10	1710	9	2220	RVARI.g4680.t1	2900	9	1692	8	1208
bHd08512.1	2420	8	1095	7	1325	RVARI.g10170.t1	5800	15	3939	14	1861
bHd18251.1	4425	13	1905	12	2520	RVARI.g8233.t1	2837	11	1875	10	962
bHd12124.1	2023	6	819	5	1204	RVARI.g8960.t1	2150	8	999	7	1151
bHd02706.1	5429	6	1929	5	3500	RVARI.g7211.t1	3740	8	1998	7	1742
bHd16793.1	4459	6	516	5	3943	RVARI.g3356.t1	1181	3	258	2	923
bHd17157.1	4456	9	1290	8	3166	RVARI.g1028.t1	2089	7	1149	6	940
bHd02795.1	333	1	333	0	0	RVARI.g5573.t1	345	1	345	0	0
bHd15809.1	333	2	261	1	72	RVARI.g2863.t1	381	2	291	1	90
bHd02353.1	3138	7	1083	6	2055	RVARI.g3686.t1	1507	7	1029	6	478
bHd07711.1	4720	12	1170	11	3550	RVARI.g12711.t1	3486	9	1182	8	2304
bHd19133.1	3791	8	1827	7	1964	RVARI.g8393.t1	3004	8	1716	7	1288
bHd04340.1	14494	16	2478	15	12016	RVARI.g12223.t1	3677	13	2064	12	1613
bHd09913.1	8049	16	1923	15	6126	RVARI.g8496.t1	2009	8	1302	7	707
bHd17055.1	9250	22	5097	21	4153	RVARI.g3499.t1	8265	22	5085	21	3180
bHd08816.1	2609	8	846	7	1763	RVARI.g9482.t1	1581	7	834	6	747
bHd10480.1	6730	18	2889	17	3841	RVARI.g9396.t1	4741	18	2940	17	1801
bHd05237.1	2666	5	1704	4	962	RVARI.g5273.t1	1870	4	1560	3	310
bHd09926.1	3305	6	1650	5	1655	RVARI.g4493.t1	2119	5	1725	4	394
bHd04315.1	1680	4	627	3	1053	RVARI.g3391.t1	1034	4	603	3	431
bHd15630.1	3987	12	1578	11	2409	RVARI.g5406.t1	2783	10	1584	9	1199
bHd06641.1	8120	15	4470	14	3650	RVARI.g13224.t1	5612	14	4245	13	1367
bHd06516.1	1841	3	1404	2	437	RVARI.g12345.t1	1750	3	1317	2	433
bHd19866.1	1282	2	927	1	355	RVARI.g10897.t1	544	2	486	1	58
bHd06778.1	2687	8	993	7	1694	RVARI.g13195.t1	1438	7	993	6	445
bHd07734.1	818	3	450	2	368	RVARI.g12725.t1	643	3	459	2	184
bHd19640.1	10439	27	3975	26	6464	RVARI.g10324.t1	6283	18	4065	17	2218
bHd06133.1	4669	8	753	7	3916	RVARI.g574.t1	1797	4	846	3	951
bHd03315.1	2192	3	1050	2	1142	RVARI.g13119.t1	1173	2	987	1	186
bHd04240.1	1719	8	894	7	825	RVARI.g4774.t1	1576	8	834	7	742
bHd04589.1	1636	7	549	6	1087	RVARI.g10600.t1	1178	7	549	6	629
bHd15466.1	2309	8	933	7	1376	RVARI.g131.t1	2255	8	993	7	1262
bHd19777.1	1763	4	930	3	833	RVARI.g4343.t1	1240	3	930	2	310
bHd17512.1	510	1	510	0	0	RVARI.g681.t1	426	1	426	0	0
bHd01383.1	7730	19	2853	18	4877	RVARI.g4716.t1	8104	14	2895	13	5209
bHd11599.1	3863	11	1464	10	2399	RVARI.g11364.t1	2275	11	1431	10	844
bHd18185.1	5515	10	2472	9	3043	RVARI.g5596.t1	3991	8	2934	7	1057
bHd04608.1	835	5	366	4	469	RVARI.g10759.t1	648	4	423	3	225
bHd17389.1	3896	11	1701	10	2195	RVARI.g13906.t1	2749	10	1752	9	997
bHd08345.1	7214	13	2973	12	4241	RVARI.g9279.t1	4950	12	2853	11	2097
bHd11604.1	2524	6	1104	5	1420	RVARI.g12051.t1	2280	6	843	5	1437
bHd04555.1	1031	3	603	2	428	RVARI.g11328.t1	894	3	615	2	279
bHd02022.2	2482	3	630	2	1852	RVARI.g10577.t1	1311	4	549	3	762
bHd15532.1	3759	5	2250	4	1509	RVARI.g1507.t1	2056	3	1815	2	241
bHd18017.1	2589	4	1389	3	1200	RVARI.g3607.t1	1337	2	1236	1	101
bHd01376.1	1764	5	1248	4	516	RVARI.g4637.t1	1777	3	1377	2	400
bHd03626.1	3648	10	1881	9	1767	RVARI.g13855.t1	2443	9	1857	8	586
bHd01154.1	2901	11	987	10	1914	RVARI.g11064.t1	1862	10	975	9	887
bHd03317.1	1357	2	1023	1	334	RVARI.g11127.t1	1372	3	1065	2	307
bHd16995.1	6832	8	3882	7	2950	RVARI.g13537.t1	5023	7	3270	6	1753
bHd19775.1	4053	9	2094	8	1959	RVARI.g4433.t1	2930	9	2154	8	776
bHd03348.1	1999	4	1170	3	829	RVARI.g11099.t1	2640	5	1722	4	918
bHd00084.1	5580	13	2658	12	2922	RVARI.g5119.t1	5112	13	2646	12	2466
bHd09560.1	2662	7	1467	6	1195	RVARI.g13749.t1	1915	5	1479	4	436
bHd13222.1	6231	6	3048	5	3183	RVARI.g9997.t1	3857	5	2397	4	1460
bHd10838.1	1014	2	693	1	321	RVARI.g4186.t1	1024	2	879	1	145
bHd16607.1	1042	5	426	4	616	RVARI.g8012.t1	882	5	456	4	426
bHd10022.1	1977	3	1305	2	672	RVARI.g5005.t1	1243	2	1020	1	223
bHd16996.1	2182	6	726	5	1456	RVARI.g13536.t1	1001	4	501	3	500
bHd07537.1	1660	6	1083	5	577	RVARI.g2584.t1	1548	7	1026	6	522
bHd07507.1	5283	15	2826	14	2457	RVARI.g5072.t1	2586	7	1410	6	1176
bHd07209.1	4635	7	1689	6	2946	RVARI.g8274.t1	2904	7	1683	6	1221
bHd19266.1	3512	11	1371	10	2141	RVARI.g4250.t1	2163	9	1362	8	801
bHd17517.1	2053	7	843	6	1210	RVARI.g692.t1	1164	7	723	6	441
bHd15658.1	9923	19	5283	18	4640	RVARI.g10869.t1	7879	18	5010	17	2869
bHd05556.1	2338	6	1530	5	808	RVARI.g7879.t1	2480	7	1554	6	926
bHd04263.1	1663	5	747	4	916	RVARI.g4533.t1	3921	5	1338	4	2583
bHd16840.1	2437	4	1080	3	1357	RVARI.g3272.t1	2933	6	1710	5	1223
bHd00283.1	1273	2	630	1	643	RVARI.g6427.t1	1146	2	723	1	423
bHd11877.2	9396	13	1596	12	7800	RVARI.g10392.t1	4467	11	1392	10	3075
bHd06221.1	7786	10	3450	9	4336	RVARI.g7976.t1	7431	13	3447	12	3984
bHd15383.1	2767	3	1485	2	1282	RVARI.g6917.t2	1500	1	1500	0	0
bHd05461.1	4187	12	2106	11	2081	RVARI.g510.t1	2973	9	1965	8	1008
bHd16313.1	516	1	516	0	0	RVARI.g3823.t1	534	1	534	0	0
bHd16782.1	1475	2	837	1	638	RVARI.g3359.t1	1046	2	840	1	206
bHd11892.1	3378	10	1062	9	2316	RVARI.g10105.t1	1710	8	1047	7	663
bHd17677.1	2962	11	1341	10	1621	RVARI.g9193.t1	2131	11	1350	10	781
bHd15410.1	3034	9	1077	8	1957	RVARI.g6938.t1	1682	8	1071	7	611
bHd19275.1	2866	9	1236	8	1630	RVARI.g4262.t1	2237	8	1254	7	983
bHd07099.1	1138	5	429	4	709	RVARI.g9503.t1	855	4	405	3	450
bHd03444.1	2549	11	921	10	1628	RVARI.g13782.t1	2061	11	930	10	1131
bHd04224.1	1899	4	1701	3	198	RVARI.g11790.t1	2071	2	1680	1	391
bHd17239.1	4723	7	2274	6	2449	RVARI.g1068.t1	4956	9	2775	8	2181
